No.,Date,Time,Header,Data,Unit
1,2025/02/12,15:39:41,ST,0.0,g
2,2025/02/12,15:39:41,ST,0.0,g
3,2025/02/12,15:39:41,ST,0.0,g
4,2025/02/12,15:39:41,ST,0.0,g
5,2025/02/12,15:39:41,ST,0.0,g
6,2025/02/12,15:39:41,ST,0.0,g
7,2025/02/12,15:39:41,ST,0.0,g
8,2025/02/12,15:39:41,ST,0.0,g
9,2025/02/12,15:39:41,ST,0.0,g
10,2025/02/12,15:39:41,ST,0.0,g
11,2025/02/12,15:39:42,ST,0.0,g
12,2025/02/12,15:39:42,ST,0.0,g
13,2025/02/12,15:39:42,ST,0.0,g
14,2025/02/12,15:39:42,ST,0.0,g
15,2025/02/12,15:39:42,ST,0.0,g
16,2025/02/12,15:39:42,ST,0.0,g
17,2025/02/12,15:39:42,ST,0.0,g
18,2025/02/12,15:39:42,ST,0.0,g
19,2025/02/12,15:39:42,ST,0.0,g
20,2025/02/12,15:39:42,ST,0.0,g
21,2025/02/12,15:39:42,ST,0.0,g
22,2025/02/12,15:39:43,ST,0.0,g
23,2025/02/12,15:39:43,ST,0.0,g
24,2025/02/12,15:39:43,ST,0.0,g
25,2025/02/12,15:39:43,ST,0.0,g
26,2025/02/12,15:39:43,ST,0.0,g
27,2025/02/12,15:39:43,ST,0.0,g
28,2025/02/12,15:39:43,ST,0.0,g
29,2025/02/12,15:39:43,ST,0.0,g
30,2025/02/12,15:39:43,ST,0.0,g
31,2025/02/12,15:39:43,ST,0.0,g
32,2025/02/12,15:39:44,ST,0.0,g
33,2025/02/12,15:39:44,ST,0.0,g
34,2025/02/12,15:39:44,ST,0.0,g
35,2025/02/12,15:39:44,ST,0.0,g
36,2025/02/12,15:39:44,ST,0.0,g
37,2025/02/12,15:39:44,ST,0.0,g
38,2025/02/12,15:39:44,ST,0.0,g
39,2025/02/12,15:39:44,ST,0.0,g
40,2025/02/12,15:39:44,ST,-0.001,g
41,2025/02/12,15:39:44,ST,-0.001,g
42,2025/02/12,15:39:44,ST,0.0,g
43,2025/02/12,15:39:45,ST,0.0,g
44,2025/02/12,15:39:45,ST,0.0,g
45,2025/02/12,15:39:45,ST,0.0,g
46,2025/02/12,15:39:45,ST,0.0,g
47,2025/02/12,15:39:45,ST,0.0,g
48,2025/02/12,15:39:45,ST,0.0,g
49,2025/02/12,15:39:45,ST,0.0,g
50,2025/02/12,15:39:45,ST,0.0,g
51,2025/02/12,15:39:45,ST,0.0,g
52,2025/02/12,15:39:45,ST,0.0,g
53,2025/02/12,15:39:46,ST,0.0,g
54,2025/02/12,15:39:46,ST,0.0,g
55,2025/02/12,15:39:46,ST,0.0,g
56,2025/02/12,15:39:46,ST,0.0,g
57,2025/02/12,15:39:46,ST,0.0,g
58,2025/02/12,15:39:46,ST,0.0,g
59,2025/02/12,15:39:46,ST,0.0,g
60,2025/02/12,15:39:46,ST,0.0,g
61,2025/02/12,15:39:46,ST,0.0,g
62,2025/02/12,15:39:46,ST,0.0,g
63,2025/02/12,15:39:46,ST,0.0,g
64,2025/02/12,15:39:47,ST,0.0,g
65,2025/02/12,15:39:47,ST,0.0,g
66,2025/02/12,15:39:47,ST,0.0,g
67,2025/02/12,15:39:47,ST,0.0,g
68,2025/02/12,15:39:47,ST,0.0,g
69,2025/02/12,15:39:47,ST,0.0,g
70,2025/02/12,15:39:47,ST,0.0,g
71,2025/02/12,15:39:47,ST,0.0,g
72,2025/02/12,15:39:47,ST,0.0,g
73,2025/02/12,15:39:47,ST,0.0,g
74,2025/02/12,15:39:48,ST,0.0,g
75,2025/02/12,15:39:48,ST,0.0,g
76,2025/02/12,15:39:48,ST,0.0,g
77,2025/02/12,15:39:48,ST,0.0,g
78,2025/02/12,15:39:48,ST,0.0,g
79,2025/02/12,15:39:48,ST,0.0,g
80,2025/02/12,15:39:48,ST,0.0,g
81,2025/02/12,15:39:48,ST,0.0,g
82,2025/02/12,15:39:48,ST,0.0,g
83,2025/02/12,15:39:48,ST,0.0,g
84,2025/02/12,15:39:49,ST,0.0,g
85,2025/02/12,15:39:49,ST,0.0,g
86,2025/02/12,15:39:49,ST,0.0,g
87,2025/02/12,15:39:49,ST,0.0,g
88,2025/02/12,15:39:49,ST,0.0,g
89,2025/02/12,15:39:49,ST,0.0,g
90,2025/02/12,15:39:49,ST,0.0,g
91,2025/02/12,15:39:49,ST,0.0,g
92,2025/02/12,15:39:49,ST,0.0,g
93,2025/02/12,15:39:49,ST,0.0,g
94,2025/02/12,15:39:49,ST,0.0,g
95,2025/02/12,15:39:49,ST,0.0,g
96,2025/02/12,15:39:50,ST,0.0,g
97,2025/02/12,15:39:50,ST,0.0,g
98,2025/02/12,15:39:50,ST,0.0,g
99,2025/02/12,15:39:50,ST,0.0,g
100,2025/02/12,15:39:50,ST,0.0,g
101,2025/02/12,15:39:50,ST,0.0,g
102,2025/02/12,15:39:50,ST,0.0,g
103,2025/02/12,15:39:50,ST,0.0,g
104,2025/02/12,15:39:50,ST,0.0,g
105,2025/02/12,15:39:50,ST,0.0,g
106,2025/02/12,15:39:51,ST,0.0,g
107,2025/02/12,15:39:51,ST,0.0,g
108,2025/02/12,15:39:51,ST,0.0,g
109,2025/02/12,15:39:51,ST,0.0,g
110,2025/02/12,15:39:51,ST,0.0,g
111,2025/02/12,15:39:51,ST,0.0,g
112,2025/02/12,15:39:51,ST,0.0,g
113,2025/02/12,15:39:51,ST,0.0,g
114,2025/02/12,15:39:51,ST,0.0,g
115,2025/02/12,15:39:51,ST,0.0,g
116,2025/02/12,15:39:52,ST,0.0,g
117,2025/02/12,15:39:52,ST,0.0,g
118,2025/02/12,15:39:52,ST,0.0,g
119,2025/02/12,15:39:52,ST,0.0,g
120,2025/02/12,15:39:52,ST,0.0,g
121,2025/02/12,15:39:52,ST,0.0,g
122,2025/02/12,15:39:52,ST,0.0,g
123,2025/02/12,15:39:52,ST,0.0,g
124,2025/02/12,15:39:52,ST,0.0,g
125,2025/02/12,15:39:52,ST,0.0,g
126,2025/02/12,15:39:53,ST,0.0,g
127,2025/02/12,15:39:53,ST,0.0,g
128,2025/02/12,15:39:53,ST,0.0,g
129,2025/02/12,15:39:53,ST,0.0,g
130,2025/02/12,15:39:53,ST,0.0,g
131,2025/02/12,15:39:53,ST,0.0,g
132,2025/02/12,15:39:53,ST,0.0,g
133,2025/02/12,15:39:53,ST,0.0,g
134,2025/02/12,15:39:53,ST,0.0,g
135,2025/02/12,15:39:53,ST,0.0,g
136,2025/02/12,15:39:53,ST,0.0,g
137,2025/02/12,15:39:54,ST,0.0,g
138,2025/02/12,15:39:54,ST,0.0,g
139,2025/02/12,15:39:54,ST,0.0,g
140,2025/02/12,15:39:54,ST,0.0,g
141,2025/02/12,15:39:54,ST,0.0,g
142,2025/02/12,15:39:54,ST,0.0,g
143,2025/02/12,15:39:54,ST,0.0,g
144,2025/02/12,15:39:54,ST,0.0,g
145,2025/02/12,15:39:54,ST,0.0,g
146,2025/02/12,15:39:54,ST,0.0,g
147,2025/02/12,15:39:55,ST,0.0,g
148,2025/02/12,15:39:55,ST,0.0,g
149,2025/02/12,15:39:55,ST,0.0,g
150,2025/02/12,15:39:55,ST,0.0,g
151,2025/02/12,15:39:55,ST,0.0,g
152,2025/02/12,15:39:55,ST,0.0,g
153,2025/02/12,15:39:55,ST,0.0,g
154,2025/02/12,15:39:55,ST,0.0,g
155,2025/02/12,15:39:55,ST,0.0,g
156,2025/02/12,15:39:55,ST,0.0,g
157,2025/02/12,15:39:56,ST,0.0,g
158,2025/02/12,15:39:56,ST,0.0,g
159,2025/02/12,15:39:56,ST,0.0,g
160,2025/02/12,15:39:56,ST,0.0,g
161,2025/02/12,15:39:56,ST,0.0,g
162,2025/02/12,15:39:56,ST,0.0,g
163,2025/02/12,15:39:56,ST,0.0,g
164,2025/02/12,15:39:56,ST,0.0,g
165,2025/02/12,15:39:56,ST,0.0,g
166,2025/02/12,15:39:56,ST,0.0,g
167,2025/02/12,15:39:56,ST,0.0,g
168,2025/02/12,15:39:57,ST,0.0,g
169,2025/02/12,15:39:57,ST,0.0,g
170,2025/02/12,15:39:57,ST,0.0,g
171,2025/02/12,15:39:57,ST,0.0,g
172,2025/02/12,15:39:57,ST,0.0,g
173,2025/02/12,15:39:57,ST,0.0,g
174,2025/02/12,15:39:57,ST,0.0,g
175,2025/02/12,15:39:57,ST,0.0,g
176,2025/02/12,15:39:57,ST,0.0,g
177,2025/02/12,15:39:57,ST,0.0,g
178,2025/02/12,15:39:57,ST,0.0,g
179,2025/02/12,15:39:58,ST,0.0,g
180,2025/02/12,15:39:58,ST,0.0,g
181,2025/02/12,15:39:58,ST,0.0,g
182,2025/02/12,15:39:58,ST,0.0,g
183,2025/02/12,15:39:58,ST,0.0,g
184,2025/02/12,15:39:58,ST,0.0,g
185,2025/02/12,15:39:58,ST,0.0,g
186,2025/02/12,15:39:58,ST,0.0,g
187,2025/02/12,15:39:58,ST,0.0,g
188,2025/02/12,15:39:58,ST,0.0,g
189,2025/02/12,15:39:59,ST,0.0,g
190,2025/02/12,15:39:59,ST,0.0,g
191,2025/02/12,15:39:59,ST,0.0,g
192,2025/02/12,15:39:59,ST,0.0,g
193,2025/02/12,15:39:59,ST,0.0,g
194,2025/02/12,15:39:59,ST,0.0,g
